Pais|Aceites y grasas|Acuícola y pesquero|Agroindustrial|Agroquímicos|Artesanías|Artículos de hogar oficina hoteles e industrial|Autopartes|Avícola|Azúcar|Banano|Bebidas|Bovino|Cacao y sus derivados|Café|Calzado|Comunicación gráfica y editorial|Cosméticos y productos de aseo|Couriers|Cuero y manufacturas de cuero|Cárnico|Derivados del café|Dotación Hospitalaria|Dotación hospitalaria|Envases/Empaques|Envases/empaques|Farmacéutico|Flores y plantas vivas|Frutas y hortalizas frescas y procesadas|Instrumentos y aparatos|Joyeria y Bisuteria|Joyería y bisutería|Lácteos y sus derivados|Material Promocional|Materiales de construcción|Metalmecánica|Muebles y maderas|Objetos de arte, antigüedades y menajes|Otros agrícola|Otros pecuario|Otros servicios|Papel y cartón|Plástico y caucho|Porcino|Químico|Textiles y Confecciones|Textiles y confecciones|Vehículos y otros medios de transporte
Jordania|0.11313465|0.093300298|0.28594542|0.062113896|0.096485674|0.061896563|0.2882207|0.11623839|0.25005561|0.10027665|0.10806309|0.772201|0.34403741|0.45180267|0.14633194|0.25065702|0.20823765|0.21672395|0.10009409|0.16354208|0.44376451|0.21672395|0.0874798|0.068398669|0.1426813|0.32029888|0.29208255|0.072465539|0.099601805|0.14231528|0.16947863|0.1586113|0.57951355|0.17466795|0.16352236|0.41442665|0.08911062|0.37155771|0.085742772|0.14474016|0.08960744|0.18422186|0.28098497|0.11333761|0.16568901|0.11305934|0.099261023
Kazajistán|0.12560657|0.096849218|0.20009123|0.055077076|0.1377354|0.087591112|0.18733713|0.10684028|0.17861778|0.10679775|0.11175123|0.10628685|0.19377983|0.21092659|0.14294162|0.26506492|0.12687796|0.20240909|0.23621051|0.15717062|0.067738429|0.20240909|0.12138397|0.091298237|0.13046424|0.10521286|0.68808264|0.12742683|0.29250318|0.13549352|0.1571019|0.14592424|0.10317323|0.2280883|0.089161538|0.10936506|0.10755379|0.092038095|0.082837045|0.14122416|0.11658385|0.18710476|0.24732217|0.14128098|0.2603513|0.23504283|0.1101626
Kenia|0.49067914|0.078877315|0.18429056|0.49408889|0.099812061|0.30582535|0.12114431|0.14224672|0.032249145|0.12400857|0.14949498|0.095006749|0.10263418|0.1853137|0.12069827|0.28265941|0.097412892|0.26375598|0.58870649|0.14628255|0.080862299|0.26375598|0.34241581|0.34330928|0.17651351|0.52636194|0.40219247|0.11813889|0.23532884|0.15474276|0.20939183|0.1183362|0.089142226|0.36834371|0.46677047|0.25602642|0.21487597|0.11491805|0.098724693|0.17388242|0.14868185|0.11708167|0.12552322|0.2390779|0.13535167|0.15249979|0.47207201
Kirguistán|0.10369024|0.075406201|0.066103898|0.072870865|0.12288652|0.070699923|0.066274434|0.088267118|0.11138856|0.091569088|0.09841238|0.083137549|0.16399077|0.18841559|0.11625983|0.2243744|0.10456629|0.17263541|0.079199567|0.12377919|0.055020541|0.17263541|0.09825702|0.065257594|0.10992652|0.069506302|0.53618443|0.099954851|0.068183228|0.1133533|0.13332303|0.10915823|0.08246392|0.073316723|0.056406341|0.091601148|0.086197451|0.066019028|0.063845441|0.12493217|0.092545263|0.054445148|0.18292257|0.0676172|0.054890402|0.082925074|0.086718187
Kuwait|0.19169804|0.20313126|0.41314694|0.16658731|0.5781368|0.37072533|0.50242597|0.2291726|0.61114478|0.63367313|0.16066208|0.55708063|0.32672551|0.56952786|0.26352325|0.27216953|0.52754605|0.36698413|0.45409274|0.15383717|0.47999945|0.36698413|0.16146654|0.42453265|0.25671965|0.50822365|0.57694852|0.73138565|0.65287834|0.55356807|0.29347023|0.32206416|0.44583517|0.37187669|0.37068111|0.65177822|0.49569535|0.18541497|0.16208354|0.26882619|0.2307553|0.25627562|0.094657287|0.22873509|0.55323261|0.47201568|0.46247068
Laos|0.16739818|0.16084845|0.11585505|0.12805903|0.15649587|0.14966318|0.12460956|0.20083272|0.13266383|0.11611773|0.21078333|0.17923631|0.064386882|0.0|0.16313162|0.04429258|0.1371097|0.28471908|0.13349995|0.11204511|0.083757788|0.28471908|0.14765884|0.097787581|0.1940313|0.12201045|0.07471738|0.16434139|0.084890254|0.24321774|0.22442463|0.22401986|0.14771761|0.1357899|0.43345782|0.14025569|0.12852839|0.13403332|0.16547701|0.20162587|0.19949546|0.098652959|0.2170479|0.12492836|0.4135184|0.17006844|0.13094345
Lesoto|0.21916904|0.18510289|0.14164636|0.15967825|0.22851613|0.14662763|0.15365878|0.20952114|0.14671856|0.18619832|0.22268906|0.21110734|0.19768158|0.28473848|0.20068696|0.34461373|0.19311795|0.3463929|0.15495662|0.22824331|0.13466328|0.3463929|0.20093951|0.18019991|0.23944524|0.1659537|0.11209419|0.20434389|0.12598264|0.25967947|0.2759434|0.29363427|0.1794524|0.14798489|0.1290932|0.17494911|0.18519557|0.67023516|0.18352386|0.24131122|0.21082662|0.16885301|0.38766742|0.1551192|0.11708985|0.21285349|0.17420629
Letonia|0.3006705|0.21630554|0.24158663|0.19446102|0.47799653|0.193252|0.20258854|0.28374103|0.51836246|0.45924872|0.60390407|0.21428439|0.49768537|0.69107223|0.5726971|0.39121443|0.34289655|0.44090968|0.21645272|0.35553136|0.47391468|0.44090968|0.40544838|0.2663424|0.31659672|0.20450225|0.52015942|0.28343862|0.26071593|0.3633315|0.35420752|0.30702919|0.19612804|0.20123911|0.24450773|0.42102742|0.25477797|0.25129858|0.28459749|0.32576692|0.2341539|0.68987203|0.42023364|0.19127613|0.4764871|0.46566108|0.36309415
Liberia|0.41702598|0.39824283|0.60917497|0.38200089|0.38801962|0.52531719|0.40729564|0.47908717|0.33501413|0.38020647|0.41916132|0.8132779|0.22003624|0.24865775|0.47003546|0.47989318|0.41151357|0.77709895|0.38761294|0.43861929|0.32056242|0.77709895|0.38741517|0.36594233|0.58585244|0.41309744|0.27976683|0.33543652|0.33436742|0.43072307|0.63787407|0.47327104|0.41704947|0.40940282|0.76146269|0.40060401|0.43384826|0.36869034|0.40291676|0.50427979|0.4583084|0.30147901|0.35900396|0.37695682|0.45093375|0.5793708|0.38347942
Libia|0.39626512|0.3655743|0.52866352|0.34687921|0.39841378|0.46141762|0.467924|0.44996542|0.38876313|0.56600744|0.66109407|0.89301914|0.42617476|0.58203781|0.43740261|0.15165076|0.43829006|0.6856401|0.34047475|0.48925668|0.28654251|0.6856401|0.37178653|0.40567672|0.51344991|0.51612854|0.21610162|0.36891812|0.60481167|0.44495094|0.5644393|0.46911025|0.37543273|0.46245646|0.49346274|0.33894667|0.37878433|0.37530988|0.36842543|0.45212913|0.40339881|0.45412412|0.23902121|0.44162145|0.37768549|0.50127357|0.5051924
Lituania|0.30957073|0.21933547|0.47358623|0.16247901|0.29158145|0.1830138|0.31777817|0.29266188|0.5857023|0.55758786|0.24489254|0.22331214|0.41788983|0.63509905|0.27267751|0.31549296|0.29450357|0.45358348|0.5581879|0.36175537|0.58484006|0.45358348|0.44665545|0.25977615|0.32868856|0.19437912|0.41554588|0.5558641|0.22571765|0.3118816|0.36634365|0.3160412|0.78377527|0.33552405|0.29983672|0.34176388|0.26370314|0.2575371|0.21081309|0.33198345|0.22441247|0.56608951|0.42925215|0.15198369|0.44018856|0.47501421|0.55365777
Luxemburgo|0.35452381|0.55600697|0.24830328|0.26998594|0.65902936|0.23314233|0.22839156|0.35172614|0.20400678|0.26966774|0.63535595|0.29805851|0.29719967|0.34482399|0.37361127|0.43748331|0.33207402|0.55293214|0.2573632|0.46019873|0.21392488|0.55293214|0.27949983|0.31534845|0.40920216|0.26014116|0.17202944|0.33147383|0.19475389|0.83565998|0.45315814|0.37951246|0.25215995|0.26069096|0.31330109|0.24167058|0.593943|0.29305831|0.32733631|0.38358754|0.63685477|0.28342232|0.4873471|0.22556412|0.53740042|0.3857384|0.23456202
Líbano|0.10972388|0.14489681|0.20944174|0.13521652|0.19079059|0.41338062|0.2629078|0.18066102|0.60771108|0.12690875|0.11826147|0.96732736|0.304667|0.55549872|0.50057745|0.23565792|0.35489708|0.30014357|0.29610169|0.26105851|0.087189153|0.30014357|0.13953057|0.28848186|0.20792367|0.12664048|0.33814204|0.40509292|0.081384078|0.45733052|0.2384336|0.18458271|0.13608225|0.349231|0.25584868|0.53616536|0.38819969|0.57477641|0.14881419|0.19766103|0.16998973|0.44689623|0.41419625|0.45228565|0.23652741|0.3264567|0.34590268
Macao|0.23226935|0.21303646|0.16155428|0.20696203|0.22360818|0.20720583|0.18385303|0.24779086|0.22657804|0.20948687|0.23363119|0.27047971|0.18499833|0.62425727|0.28025785|0.18722297|0.20007023|0.418571|0.200717|0.26762709|0.16421682|0.418571|0.1947003|0.21988308|0.29722953|0.21991143|0.14286113|0.22381103|0.14779373|0.60210371|0.3373614|0.28355545|0.21767589|0.21379796|0.16077182|0.21174647|0.20533708|0.22660717|0.56726521|0.30591893|0.27103803|0.20023698|0.27774692|0.1695731|0.16844574|0.27905142|0.21057463
Madagascar|0.25793481|0.22271286|0.56011361|0.25621623|0.16785173|0.22336665|0.49402401|0.29560944|0.45856798|0.22880089|0.2578353|0.22641796|0.33019733|0.080204986|0.30497202|0.23855788|0.20396654|0.5326755|0.48776793|0.2638081|0.1820108|0.5326755|0.59777302|0.21487606|0.3911978|0.61548471|0.15489788|0.19081397|0.18273711|0.27514547|0.4349823|0.25995308|0.20970058|0.47908783|0.45285374|0.23482232|0.27378654|0.2004323|0.2165976|0.29957342|0.26020354|0.54801649|0.18843824|0.47385532|0.22223249|0.36770082|0.2439803
Malasia|0.0|0.46330065|0.062990665|0.30768818|0.0|0.32699096|0.034743547|0.0|0.20710915|0.0|0.01653471|0.0|0.46431386|0.64790201|0.0|0.11947374|0.066278942|0.0|0.0|0.026409509|0.26878607|0.0|0.33050239|0.17091608|0.088744268|0.48661196|0.20394707|0.35240227|0.2809065|0.0|0.0|0.0|0.41981015|0.35263073|0.32582965|0.0|0.094819814|0.032458112|0.4500033|0.0|0.080452986|0.27168918|0.10241489|0.22189619|0.0087476326|0.034246478|0.044702031
Maldivas|0.066821449|0.016569337|0.023474276|0.024688136|0.059894986|0.028569605|0.027316652|0.041438282|0.24071932|0.044646911|0.052961282|0.039507881|0.099827372|0.16275093|0.071159638|0.20162083|0.058463484|0.076077566|0.040684696|0.058849454|0.02234954|0.076077566|0.050989438|0.017351311|0.027942127|0.045029782|0.19045445|0.051517453|0.033041846|0.071135871|0.055305649|0.060884923|0.037150327|0.027993038|0.019555513|0.28014246|0.040325291|0.024953276|0.021324597|0.077952981|0.039560162|0.091840118|0.058674015|0.024351206|0.34355003|0.099161692|0.035059325
Malta|0.33198851|0.46048725|0.22771284|0.24222736|0.38176495|0.41002503|0.23165773|0.33174881|0.18987784|0.61195236|0.33626789|0.57967019|0.31236681|0.33161384|0.35580882|0.41738069|0.38803032|0.49623939|0.47991121|0.41228557|0.37153077|0.49623939|0.23359168|0.29820147|0.37159422|0.23956597|0.47033632|0.30909342|0.17562115|0.3931002|0.40415403|0.35594988|0.22140691|0.25791997|0.25159803|0.61440587|0.54580891|0.2752313|0.25880468|0.35772109|0.31900841|0.25992218|0.46647209|0.21614331|0.44739431|0.34255701|0.46596575
Malí|0.40573537|0.38400972|0.67186958|0.37634143|0.33295214|0.36700082|0.34834552|0.4677012|0.3265537|0.36906323|0.40781665|0.38730019|0.21422613|0.23791295|0.46110839|0.46844405|0.39743894|0.75830919|0.37613103|0.41875815|0.30971882|0.75830919|0.40939581|0.35961962|0.56975722|0.39598471|0.26633608|0.47728729|0.52867019|0.36007315|0.6243211|0.46146291|0.40255105|0.36150718|0.35798678|0.35849863|0.41969484|0.40795323|0.38616192|0.49544227|0.44931811|0.29410687|0.34441847|0.370864|0.35769069|0.56323588|0.41397947
Marruecos|0.68381512|0.22703892|0.30217284|0.45033619|0.23506877|0.21474549|0.28029954|0.31607258|0.36568311|0.53701985|0.29557759|0.11609267|0.37905371|0.54433125|0.24686112|0.15522757|0.47051686|0.54573441|0.20411475|0.29950899|0.3552779|0.54573441|0.2512005|0.19079757|0.40259278|0.25735593|0.34355885|0.20830551|0.19179955|0.61519289|0.44650394|0.30326411|0.25591591|0.1974877|0.21979395|0.21558619|0.22251067|0.47005349|0.23522861|0.37880599|0.33058974|0.7252236|0.30990195|0.73719889|0.29078299|0.37912029|0.49193645
Mauricio|0.22527769|0.12128691|0.43974614|0.11331813|0.24988462|0.12011366|0.16346326|0.19439796|0.04277325|0.16468686|0.17169422|0.28019372|0.23456347|0.18015379|0.22609025|0.21258667|0.22172368|0.2917031|0.28648752|0.28157952|0.12713039|0.2917031|0.176139|0.20840411|0.20050082|0.15213901|0.099469453|0.22072774|0.21726593|0.26556575|0.23093329|0.27029139|0.16328244|0.14429393|0.11569019|0.15694854|0.16688448|0.15119824|0.19654725|0.21961579|0.1776527|0.20322952|0.32649931|0.12010819|0.46501142|0.32176608|0.16694596
Mauritania|0.38876432|0.34555948|0.39892274|0.39117265|0.34357727|0.37678218|0.37348723|0.50528371|0.6346786|0.3866275|0.42839396|0.8252908|0.22376159|0.25769883|0.47662616|0.48641193|0.40426153|0.78783178|0.39414215|0.44793969|0.29045704|0.78783178|0.4218109|0.38776869|0.59297752|0.70616305|0.28878838|0.3580946|0.33084506|0.46024016|0.64781195|0.49799114|0.39916158|0.40345484|0.3099702|0.38649425|0.40490586|0.41767833|0.39844027|0.51084191|0.4704138|0.46639434|0.36839423|0.50434196|0.38470924|0.58650863|0.40623081
Micronesia|0.081795931|0.059682816|0.043482728|0.051866196|0.092277825|0.057025827|0.055023469|0.08433114|0.24370734|0.077314302|0.082541376|0.11978592|0.15773647|0.036256351|0.10382333|0.089454606|0.077202931|0.14969978|0.067510419|0.1346724|0.040787503|0.14969978|0.06805414|0.051805332|0.092066534|0.06466344|0.042356752|0.076854475|0.051592644|0.10549788|0.11507671|0.097719669|0.05681058|0.48202729|0.039532453|0.074675061|0.05471728|0.054090604|0.052052893|0.11058469|0.075545751|0.046444971|0.31632596|0.047017585|0.070052512|0.067737415|0.059776105
Moldavia|0.23836991|0.30769998|0.15748805|0.25977159|0.29619366|0.24138424|0.21499389|0.32265675|0.084605686|0.2585029|0.21381238|0.32766595|0.21041274|0.1596372|0.26683512|0.10567148|0.36600417|0.52669901|0.21338248|0.38440681|0.2027684|0.52669901|0.28231418|0.26300868|0.38813508|0.26912162|0.51636046|0.2352604|0.50470567|0.40554774|0.42915964|0.36390677|0.2629059|0.51361829|0.19501396|0.22779131|0.19410145|0.28628504|0.24464956|0.37533462|0.33351278|0.19682118|0.29558319|0.23263347|0.26788151|0.36188835|0.21369025
Mongolia|0.24145669|0.23080312|0.17105842|0.17753999|0.26519221|0.2193578|0.44022888|0.27065527|0.22259295|0.2203306|0.24783018|0.23675144|0.14200932|0.31726888|0.30184326|0.073190659|0.24794906|0.37928721|0.17231122|0.28795418|0.38096958|0.37928721|0.20716664|0.23621981|0.26761982|0.17856669|0.27612695|0.23212123|0.40923598|0.30204219|0.30447721|0.26630819|0.2308366|0.22516325|0.63500154|0.19110218|0.17370696|0.23006952|0.21939395|0.31802735|0.27456495|0.3939575|0.3020736|0.18359473|0.21239652|0.24109772|0.1625931
Montenegro|0.38598406|0.34874731|0.30559072|0.32916477|0.41541725|0.34686249|0.36726427|0.41817614|0.70546925|0.72480184|0.34955338|0.39049613|0.2496894|0.22393082|0.42327493|0.40499806|0.43551856|0.62968087|0.50304568|0.44515222|0.2622973|0.62968087|0.37492612|0.40200281|0.46638173|0.34518909|0.62385929|0.32430035|0.31235862|0.46935844|0.51394713|0.36088789|0.36538434|0.38228518|0.29084674|0.34481841|0.36874369|0.35830808|0.35525769|0.45954031|0.40981567|0.34345135|0.49332505|0.31751004|0.49419713|0.4403379|0.35939878
Montserrat|0.41376808|0.37769604|0.34111908|0.41446364|0.44193685|0.42656618|0.41400948|0.52599311|0.58051693|0.35882202|0.42550176|0.46572644|0.35156423|0.25465691|0.51185209|0.54178315|0.46238047|0.86752367|0.43770385|0.57176161|0.35144302|0.86752367|0.47211021|0.43730801|0.66032529|0.36843443|0.32976541|0.37723726|0.38140059|0.49533063|0.70785755|0.54730862|0.4769572|0.65697336|0.35293704|0.43500865|0.42688194|0.43706775|0.38969278|0.55480254|0.50882065|0.38421166|0.6171912|0.35655063|0.42004645|0.65953314|0.40327334
Mozambique|0.30663311|0.25205177|0.72135675|0.43583447|0.24676865|0.27106699|0.45653439|0.34854135|0.26597404|0.25466958|0.66820717|0.292467|0.72424477|0.10478491|0.34505111|0.29288852|0.51130843|0.5991168|0.26932758|0.30949974|0.2069104|0.5991168|0.28705269|0.29162335|0.4434287|0.30281714|0.16875771|0.21380532|0.41236711|0.32023418|0.48787659|0.3302924|0.28653866|0.43539968|0.56377202|0.27726355|0.29969972|0.3007966|0.2633191|0.31502375|0.35113651|0.41155654|0.22972788|0.40181273|0.25715709|0.42006028|0.24681397
Myanmar|0.20706639|0.12928692|0.13630132|0.17000523|0.17112255|0.11715622|0.13095629|0.20496777|0.17276344|0.14082691|0.12476705|0.69821948|0.02962663|0.052187476|0.17172912|0.19040671|0.1578085|0.30390272|0.13071337|0.2317321|0.11273207|0.30390272|0.19804943|0.18458605|0.21133327|0.14323637|0.12091517|0.16835114|0.11840945|0.18496597|0.24186981|0.24219728|0.13284776|0.16795495|0.21067311|0.13616233|0.14228743|0.18138221|0.18050018|0.21494937|0.21512853|0.15570718|0.13927464|0.32570058|0.20521705|0.18190368|0.33280611
México|0.97798455|0.78830636|0.71852463|0.85987902|0.90989679|0.81306446|0.70619738|0.4440971|0.57231164|0.40315324|0.70859766|0.51370132|0.88597393|0.68829674|0.71227854|0.82077837|0.84156787|0.79558182|0.9120481|0.53357249|0.88431573|0.79558182|0.81503999|0.71900541|0.82669568|0.7303049|0.46323091|0.65091074|0.73226172|0.8768819|0.89262825|0.62239027|0.79808962|0.75920486|0.77308619|0.83255595|0.76882899|0.66542375|0.8475585|0.63888609|0.86554861|0.84905088|0.62131739|0.78587353|0.78495395|0.83911985|0.74142635
Nicaragua|0.55276227|0.56337386|0.82725894|0.82054806|0.574781|0.7775836|0.83323252|0.55324703|0.23707435|0.44718584|0.51556474|0.50519854|0.77597934|0.33463427|0.76322412|0.87243235|0.82504416|0.8878004|0.55503649|0.58594668|0.68295711|0.8878004|0.8989222|0.79344827|0.7982583|0.8854748|0.44308025|0.60928082|0.84193397|0.71701878|0.72242308|0.50228506|0.67005068|0.76661408|0.88709044|0.75459117|0.58330822|0.77237719|0.46059632|0.56850356|0.56685936|0.80782992|0.59732449|0.81988525|0.74918067|0.8083024|0.82922804
Nigeria|0.37053928|0.34264857|0.79061764|0.57554483|0.68072212|0.58704257|0.50580084|0.42118853|0.2971369|0.32887882|0.38067663|0.34458223|0.41108665|0.19360232|0.4190999|0.42720914|0.3291496|0.69580436|0.87235713|0.33298242|0.42775416|0.69580436|0.39035642|0.49855614|0.52200109|0.53452957|0.2332249|0.27310821|0.46122718|0.37353805|0.57311326|0.43569338|0.37126762|0.49291372|0.67318481|0.48025531|0.37586015|0.57202387|0.34832248|0.46747759|0.42116383|0.55488437|0.29909992|0.38847476|0.55029821|0.51259583|0.4988167
Noruega|0.11897042|0.19621357|0.13245451|0.069615826|0.37220603|0.47186464|0.15676017|0.11949681|0.40069789|0.4508329|0.13530505|0.073865749|0.072325386|0.79927355|0.43447834|0.3732374|0.1343507|0.25870296|0.24822456|0.084571123|0.38398725|0.25870296|0.18594646|0.09440206|0.17225696|0.22672011|0.37815905|0.34557426|0.399234|0.3262887|0.20507467|0.10218029|0.55391896|0.28529233|0.19151367|0.11941579|0.65858424|0.080182068|0.048000976|0.18160141|0.096184224|0.1348213|0.21049404|0.077291958|0.40714884|0.28795749|0.22894014
Nueva Zelanda|0.61319256|0.24536142|0.40183669|0.65389591|0.72752225|0.40133795|0.40371442|0.37152174|0.46211478|0.28539574|0.50395042|0.37996289|0.36029282|0.7016027|0.38041472|0.57152194|0.51493996|0.60223293|0.53479648|0.40611178|0.58835459|0.60223293|0.24790069|0.72190762|0.6295352|0.77246034|0.63183916|0.55272394|0.39639807|0.316082|0.49087501|0.33666727|0.35456759|0.41694945|0.36694875|0.5161857|0.22574463|0.36431086|0.71330249|0.41564739|0.44519821|0.49955356|0.40061265|0.42815915|0.52630395|0.61128044|0.36693934
Níger|0.37455577|0.35224083|0.49679863|0.35106868|0.33723992|0.31493929|0.32102525|0.42524472|0.30386609|0.33558118|0.38746285|0.34884447|0.1747625|0.1973916|0.42602339|0.43403885|0.33592865|0.70179904|0.3471213|0.34263027|0.28263545|0.70179904|0.38061842|0.30212542|0.52687401|0.63568807|0.23973593|0.29053256|0.30036673|0.37778515|0.57807153|0.43146855|0.37822312|0.36552483|0.27845478|0.35169315|0.38267198|0.37832543|0.35232636|0.47161657|0.41678965|0.26762965|0.30609161|0.30934167|0.34725648|0.51748532|0.3702586
Omán|0.56540865|0.28251457|0.39389256|0.010414202|0.072047338|0.24723029|0.19435178|0.06667681|0.55474889|0.058611847|0.075734101|0.066662505|0.092144936|0.50721872|0.086414091|0.22830684|0.19625448|0.11795024|0.055968583|0.077181034|0.14199281|0.11795024|0.25682676|0.020133257|0.061993711|0.58155978|0.31495446|0.067134067|0.457975|0.088058047|0.089952536|0.073831812|0.053338304|0.086721689|0.33940768|0.47051287|0.064352915|0.13759749|0.033877872|0.096284956|0.055492312|0.14624327|0.049132843|0.11734347|0.091143288|0.048547745|0.17700282
Pakistán|0.19445401|0.33536488|0.24521106|0.10022975|0.10295925|0.17425059|0.3454634|0.16717938|0.18657377|0.15024072|0.071928233|0.24666896|0.088705122|0.091736346|0.099602483|0.033843622|0.08636304|0.28808996|0.48276359|0.18016478|0.10568875|0.28808996|0.11773349|0.22376776|0.19718675|0.082722381|0.089656323|0.40785974|0.3194426|0.19269195|0.22759648|0.14214292|0.07931111|0.066258326|0.39191854|0.46102577|0.33039832|0.14072952|0.48892057|0.18929955|0.15426296|0.40515167|0.14494856|0.61662698|0.044598602|0.17322707|0.078719169
Palaos|0.030350506|0.012753258|0.0|0.0|0.034250997|0.0|0.011092524|0.017957784|0.23380555|0.018934047|0.03316357|0.014640542|0.20052424|0.15605867|0.048406828|0.060143389|0.028133111|0.036289599|0.023506859|0.029630853|0.0|0.036289599|0.028901348|0.0|0.0|0.005996698|0.0099686245|0.025978001|0.0|0.041422766|0.026461862|0.022325238|0.0|0.0|0.0|0.025594369|0.0|0.0|0.0|0.049788423|0.0|0.0|0.25939983|0.0|0.0|0.0|0.0
Palestina|0.16037755|0.14870319|0.43655437|0.13857076|0.21747983|0.13604912|0.13429004|0.17375693|0.34157491|0.15420955|0.20433524|0.2564548|0.27736062|0.27275014|0.19306165|0.33234423|0.14451465|0.30779865|0.11844188|0.27077562|0.11633496|0.30779865|0.16535535|0.16428472|0.21483243|0.13409483|0.094573028|0.15058258|0.11159106|0.23848215|0.24539918|0.12934671|0.14196375|0.12195747|0.092228457|0.5462265|0.13156463|0.14381272|0.13277867|0.20596519|0.17486505|0.12661155|0.22646724|0.13368104|0.33469325|0.18540868|0.13449208
Panamá|0.9428643|0.68685794|0.94237435|0.82575488|0.83429503|0.87131017|0.87981188|0.50991595|0.59279794|0.57134151|0.85039365|0.50826108|0.8633076|0.41801858|0.94512337|1.0|0.909603|0.78483188|0.83042133|0.66250569|0.75876951|0.78483188|0.87452567|0.89189684|0.8618505|0.80811977|0.69239026|0.77329779|0.88001806|0.65296221|0.88817322|0.61481941|0.91956896|0.93211496|0.89126503|0.88317847|0.81849837|0.82091415|0.76577818|0.64657831|0.80379963|0.87216854|0.51268142|0.81656826|0.80423045|0.84714448|0.93515325
Paraguay|0.70342112|0.48381299|0.62205601|0.76154524|0.69645929|0.7955963|0.76842153|0.56891024|0.39445996|0.46316081|0.71960592|0.47873545|0.70420545|0.38623494|0.59163815|0.89070022|0.77094722|0.89743716|0.71040648|0.58252174|0.80073333|0.89743716|0.75185549|0.7898041|0.80826247|0.82763875|0.3575812|0.70694983|0.81020576|0.71194065|0.72986108|0.55588877|0.76171494|0.84083879|0.73810554|0.81615126|0.48368344|0.54724896|0.78800046|0.58278573|0.72202784|0.80009294|0.62493312|0.81144994|0.70534217|0.80322099|0.77476513
Países Bajos|0.88405704|0.72257882|0.57489967|0.45309561|0.65617573|0.53519237|0.51861233|0.3549076|0.73894501|0.89277655|0.57673782|0.3013083|0.73358488|0.77980459|0.56055963|0.58318335|0.47417429|0.55675673|0.61448467|0.32570416|0.72814536|0.55675673|0.68501645|0.52033627|0.62641859|0.5726757|0.75607097|0.91388333|0.48587981|0.52437806|0.45663884|0.27746743|0.34650204|0.57680488|0.50241697|0.52101839|0.62385821|0.60493004|0.40948832|0.2937817|0.66235197|0.59542716|0.49608552|0.58558702|0.57313645|0.66813791|0.61838794
Perú|0.80901474|0.72600734|0.95410752|0.90002513|0.85526437|0.96988994|0.84451592|0.69513863|0.91703618|0.47634387|0.79730928|0.75507575|0.85641396|0.5405311|0.91991484|0.92301488|0.98558104|0.98346519|0.9076969|0.61837089|0.78012419|0.98346519|0.92774689|0.81580877|0.93440813|0.96612561|0.62049687|0.67108291|0.84518802|0.95277303|0.98698843|0.75814283|0.84054351|0.86281294|0.84541875|0.90123773|0.7870115|0.74532688|0.81256229|0.58960605|0.9737699|0.94795316|0.64928889|0.95073134|0.80898654|0.93609202|0.86328882
Polonia|0.32416546|0.74003798|0.45591947|0.32535416|0.43033621|0.29172093|0.27638417|0.31011665|0.62891984|0.80374289|0.45921749|0.24959403|0.51532841|0.63222247|0.2760936|0.28673029|0.44110373|0.47654533|0.6178422|0.39047518|0.63908195|0.47654533|0.57568103|0.47670016|0.35395813|0.19096375|0.74956781|0.54781616|0.30886221|0.29183221|0.3863613|0.22705445|0.31650525|0.18832302|0.34545511|0.50744545|0.52746969|0.58733487|0.44442412|0.2653659|0.42448664|0.56332809|0.45273626|0.60099584|0.46102351|0.55245262|0.52050596
Portugal|0.60158598|0.52891117|0.55312788|0.5283969|0.51606506|0.54869711|0.51256102|0.39147323|0.4444972|0.81991172|0.60938394|0.33655807|0.72036612|0.7127611|0.32807407|0.40811849|0.3914071|0.60953629|0.58000135|0.38723487|0.23829234|0.60953629|0.29039156|0.33310595|0.45214692|0.55344915|0.50444639|0.59784538|0.46767402|0.39887387|0.49672431|0.33964327|0.42595682|0.56056648|0.48467407|0.56503457|0.6388526|0.53583688|0.50335419|0.43217885|0.3077099|0.72937584|0.43995807|0.39783764|0.56574476|0.63072473|0.45695785
Qatar|0.17668903|0.19335926|0.37926793|0.11951266|0.48217672|0.14154869|0.39867091|0.21678507|0.27340162|0.49941266|0.14283451|0.7682578|0.16784775|0.48618665|0.25075552|0.25420424|0.53652215|0.34296227|0.55216163|0.13839465|0.34391284|0.34296227|0.35861266|0.44631928|0.23625067|0.49340066|0.49364799|0.79120398|0.56460929|0.53201294|0.27273083|0.28714195|0.18641731|0.48595691|0.28342974|0.55311|0.55067456|0.52733606|0.12619847|0.24793473|0.45297736|0.39674518|0.084420696|0.20167968|0.469309|0.42531282|0.41029799
Reino Unido|0.77352577|0.82524663|0.65283954|0.3726036|0.68422818|0.64063847|0.50951362|0.43138969|0.67701626|0.93834323|0.61452353|0.71420604|0.78892732|0.82971644|0.78898585|0.58650047|0.57807159|0.64088011|0.65945137|0.50803125|0.76419628|0.64088011|0.5597831|0.56984752|0.68065012|0.56012118|0.7816397|0.86461771|0.56782258|0.66182184|0.75977188|0.42709717|0.8231101|0.62672102|0.54054672|0.7059437|0.78348374|0.72676885|0.74460196|0.39485624|0.51634294|0.6813432|0.52282858|0.63777089|0.71120191|0.71113229|0.63379061
