Pais|Aceites y grasas|Acuícola y pesquero|Agroindustrial|Agroquímicos|Artesanías|Artículos de hogar oficina hoteles e industrial|Autopartes|Avícola|Azúcar|Banano|Bebidas|Bovino|Cacao y sus derivados|Café|Calzado|Comunicación gráfica y editorial|Cosméticos y productos de aseo|Cuero y manufacturas de cuero|Cárnico|Derivados del café|Dotación Hospitalaria|Dotación hospitalaria|Envases/Empaques|Envases/empaques|Farmacéutico|Flores y plantas vivas|Frutas y hortalizas frescas y procesadas|Instrumentos y aparatos|Joyería y bisutería|Lácteos y sus derivados|Material Promocional|Materiales de construcción|Metalmecánica|Muebles y maderas|Otros agrícola|Otros pecuario|Papel y cartón|Plástico y caucho|Porcino|Químico|Textiles y Confecciones|Textiles y confecciones|Vehículos y otros medios de transporte
Lituania|0.8605547|0.84744656|0.83131874|0.87396741|0.81117058|0.84868276|0.83944345|0.82807803|0.71891475|0.77505177|0.94052643|0.761244|0.81857169|0.78940594|0.82119417|0.70511734|0.96250182|0.81682038|0.8805089|0.98653251|0.82102334|0.77609682|0.81914937|0.82102334|0.77762592|0.87029254|0.83922291|0.78013194|0.78146356|0.91137898|0.79463029|0.87953705|0.8307215|0.87111378|0.79349875|0.73351657|0.87947047|0.8252691|0.98025501|0.83632147|0.82827502|0.82102334|0.89790416
Luxemburgo|0.70269924|0.8107003|0.89674121|0.73721325|0.89354157|0.82386607|0.76627457|0.91243005|0.71415305|0.83872771|0.96999031|0.91513956|0.84407127|0.71709394|0.8923229|0.94203925|0.77868271|0.79020822|0.92093259|1.0|0.86925793|0.74772334|0.7710309|0.86925793|0.70886993|0.95644718|0.87718737|0.70561373|0.88325447|0.94963449|0.8150475|0.95453036|0.74404997|0.8519367|0.8149972|0.8043412|0.87061155|0.92813003|0.85168159|0.7565375|0.74002761|0.86925793|0.94371426
Líbano|0.57017767|0.52131075|0.53110421|0.33893853|0.61243749|0.52995443|0.63820988|0.36343694|0.65885001|0.47718531|0.42882705|0.77557492|0.6460979|0.68304557|0.54361594|0.46083522|0.65075052|0.50283074|0.55984437|0.68181396|0.059846319|0.56861508|0.58264911|0.059846319|0.56934488|0.62490839|0.48330578|0.50128675|0.57079208|0.65198261|0.48024026|0.52089667|0.33768088|0.59212947|0.69148362|0.61793613|0.52971733|0.46415323|0.43037903|0.37555692|0.42700797|0.059846319|0.67476237
Macao|0.28207535|0.70676625|0.55430716|0.17207968|0.51476449|0.39183408|0.22813436|0.67030638|0.3712433|0.52220565|0.79994744|0.61850321|0.49041635|0.49689418|0.77958047|0.47048008|1.0|0.92545336|0.57037055|0.57334554|0.34099448|0.40124327|0.21346186|0.34099448|0.46928835|0.52619815|0.53641438|0.55885905|0.92689121|0.48237133|0.69345862|0.29289064|0.24896273|0.33366591|0.29687342|0.83502603|0.21779492|0.21070898|0.77648067|0.20036638|0.60754108|0.34099448|0.23025072
Madagascar|0.44184023|0.21048704|0.26965582|0.22927183|0.18691546|0.21395484|0.26581937|0.076774508|0.4509427|0.075047098|0.1711607|0.055373281|0.19674295|0.31278104|0.10496628|0.28240746|0.30079263|0.23745707|0.19590141|0.20633075|0.24657297|0.16685593|0.35044652|0.24657297|0.28113043|0.11385216|0.1175585|0.18280038|0.21588072|0.20888717|0.14495847|0.20268747|0.206577|0.12992722|0.28245905|0.12471108|0.39560601|0.30117404|0.077584192|0.23102793|0.45504734|0.24657297|0.18961212
Malasia|0.83984637|0.83685076|0.90443921|0.77028167|0.72852838|0.69334811|0.8504312|0.7185967|1.0|0.71440768|0.67687702|0.8565793|0.93617254|0.8683989|0.65568554|0.66162109|0.81824505|0.80565745|0.50445783|0.70002335|0.91934061|0.70897782|0.68695486|0.91934061|0.77245653|0.63971436|0.82982695|0.89656937|0.82950622|0.91641641|0.66069913|0.68253303|0.84553409|0.67622113|0.86656225|0.89596272|0.8988899|0.95432538|0.70437199|0.91390336|0.68617457|0.91934061|0.7113573
Maldivas|0.33851114|0.5049566|0.46990508|0.20401978|0.59687132|0.53326881|0.28129458|0.70749474|0.2909767|0.55907214|0.58119762|0.62181216|0.54843628|0.5475961|0.34460542|0.62442994|0.55747199|0.36795366|0.55127633|0.61339748|0.18274105|0.44108969|0.37190932|0.18274105|0.27803138|0.51451981|0.73315775|0.41622433|0.3351087|0.73367131|0.56765962|0.5762893|0.29377693|0.58125383|0.36703667|0.59787178|0.20752203|0.25155443|0.44787142|0.24182877|0.33416948|0.18274105|0.3778609
Malta|0.63784158|0.78249526|0.8047998|0.53424877|0.76795745|0.7602632|0.66396177|0.80248022|0.80733144|0.89541602|0.87158227|0.91101557|0.82236469|0.62197006|0.753824|0.77318442|0.82497585|0.76002342|0.9135654|0.83458662|0.87605631|0.65023458|0.77518487|0.87605631|0.74656701|0.79761529|0.79650092|0.72434485|0.84062624|0.89942586|0.736781|0.79125452|0.62996435|0.76181507|0.72348583|0.7566787|0.81380391|0.67037112|0.78970176|0.65681493|0.72318041|0.87605631|0.99410772
Malí|0.28755945|0.36205328|0.40836635|0.5261175|0.18044332|0.25758496|0.3808547|0.21125729|0.60858679|0.41384369|0.26969156|0.10666578|0.2363705|0.32411265|0.29079875|0.25848672|0.3127116|0.22346921|0.17642918|0.4276551|0.43926516|0.25737217|0.46416885|0.43926516|0.4200902|0.17409936|0.24882647|0.34140205|0.24390776|0.35814005|0.1868684|0.32230568|0.37093508|0.2059004|0.41560698|0.17871939|0.2363905|0.29743525|0.22478735|0.34899929|0.13227974|0.43926516|0.26995617
Marruecos|0.58702725|0.36489239|0.53619915|0.34614855|0.47977573|0.51118201|0.6485287|0.25051925|0.68660557|0.42898196|0.38140142|0.29522407|0.50950587|0.65036041|0.42785335|0.63131046|0.52010751|0.47807115|0.36757365|0.41609851|0.28508663|0.49491516|0.57104874|0.28508663|0.45773643|0.5218913|0.41421074|0.55449522|0.42339575|0.53938758|0.42513198|0.60353082|0.54196131|0.57306159|0.70582211|0.44663495|0.63768709|0.61390334|0.1298679|0.60553879|0.64670849|0.28508663|0.43337852
Mauricio|0.57837129|0.64690125|0.65229452|0.45631754|0.53461564|0.57265663|0.49209228|0.2903029|0.5953213|0.26860356|0.56985974|0.65875208|0.58358061|0.47075731|0.58306503|0.59550512|0.67041636|0.4994635|0.66600204|0.59100318|0.50535458|0.51410311|0.63392949|0.50535458|0.49097323|0.53544384|0.62276018|0.47860897|0.5799728|0.79406977|0.62449896|0.58352417|0.41930601|0.57769692|0.61568189|0.64892906|0.51561451|0.46102035|0.51511192|0.42118436|0.53323722|0.50535458|0.54584599
Mauritania|0.54180956|0.12404012|0.24519369|0.39094448|0.16543585|0.1461135|0.32463083|0.55644321|0.79305238|0.42023307|0.13431746|0.17390504|0.16808593|0.35711756|0.20232059|0.24763441|0.20444129|0.25350615|0.16566372|0.12588978|0.29088026|0.16091084|0.26929343|0.29088026|0.24177438|0.22531909|0.46044594|0.16419503|0.11130266|0.57266235|0.15325159|0.24421054|0.4613775|0.13284329|0.5037061|0.1701248|0.21139589|0.20737475|0.073227122|0.1842463|0.14739695|0.29088026|0.33854401
Micronesia|0.096964136|0.35247755|0.34418958|0.061318815|0.16894367|0.26047936|0.091493502|0.4687652|0.316715|0.018073764|0.31012636|0.33476707|0.11360233|0.0049291248|0.14036731|0.40715146|0.11093374|0.14452496|0.54569679|0.36251962|0.081544891|0.19261964|0.13252875|0.081544891|0.096860252|0.061395235|0.19621693|0.16726911|0.062204242|0.16754842|0.29093951|0.17799512|0.17796229|0.31056753|0.17263512|0.081654988|0.063494764|0.11100145|0.50816393|0.059932675|0.22071001|0.081544891|0.23997089
Moldavia|0.45895159|0.66797388|0.67332369|0.75825751|0.66333532|0.68449163|0.55985129|0.69085443|0.41273963|0.74349833|0.59752512|0.47730055|0.69267118|0.52654493|0.61658788|0.71578419|0.76224542|0.67753172|0.62697554|0.70692873|0.59490252|0.59301329|0.68165195|0.59490252|0.5885967|0.76519585|0.64675391|0.54571879|0.59122932|0.75211674|0.56469131|0.74467903|0.53232968|0.65486258|0.57079756|0.46031392|0.54799247|0.58485639|0.73170733|0.48280078|0.65903676|0.59490252|0.55972421
Mongolia|0.34867382|0.32880005|0.59994972|0.47094268|0.45017111|0.45924965|0.5132708|0.50314915|0.6163969|0.59205961|0.65949923|0.23011555|0.68610197|0.51615131|0.50055069|0.3885451|0.60575318|0.37296242|0.39313537|0.62244928|0.56295681|0.50715792|0.51392871|0.56295681|0.47890085|0.50526035|0.5178262|0.42055869|0.46324974|0.51000458|0.41479704|0.59951621|0.55528837|0.48065218|0.28946677|0.31778347|0.38325825|0.36596838|0.54505932|0.36079156|0.3264915|0.56295681|0.66761017
Montenegro|0.52900839|0.5887084|0.70771581|0.41374213|0.68387997|0.69664681|0.4956255|0.70168936|0.57356918|0.78090262|0.69265091|0.84171867|0.74071109|0.6263895|0.66810095|0.58404374|0.71478271|0.56652778|0.71398085|0.6546973|0.46411276|0.52261895|0.58657956|0.46411276|0.5596211|0.73907095|0.68702602|0.45368314|0.59408677|0.74296772|0.65091866|0.75753206|0.52712083|0.70101011|0.42459995|0.5774346|0.4580155|0.44041756|0.94565427|0.44542322|0.54143757|0.46411276|0.58467835
Montserrat|0.071514755|0.11108792|0.085758552|0.086615026|0.075906903|0.081720904|0.085183024|0.10076053|0.14585476|0.15781724|0.11654059|0.13219905|0.13218813|0.098810039|0.079102993|0.12721711|0.09061227|0.09564162|0.11829284|0.11659324|0.42458269|0.06668561|0.082229324|0.42458269|0.080452889|0.13877648|0.089098565|0.067061462|0.088364743|0.10285686|0.083240703|0.079519451|0.067837745|0.074173979|0.086957961|0.10300761|0.07802254|0.068665616|0.14216763|0.078409627|0.074924968|0.42458269|0.078827083
Mozambique|0.44708651|0.38279554|0.21178155|0.37450212|0.20375839|0.2021573|0.27490923|0.44147161|0.0415929|0.17026502|0.27664429|0.27072933|0.22959903|0.13082293|0.25141034|0.57752156|0.28857419|0.2568289|0.30879131|0.26447558|0.15259549|0.23370844|0.4601903|0.15259549|0.33559734|0.3052716|0.16789418|0.30105069|0.09722203|0.23137939|0.21584685|0.34348023|0.26008719|0.24302724|0.41884491|0.20029317|0.24836105|0.24576907|0.34226328|0.42920363|0.24717548|0.15259549|0.63753825
Myanmar|0.3174597|0.031230779|0.30911103|0.45995602|0.11227906|0.11743303|0.12987646|0.13856009|0.056209702|0.068311289|0.093206204|0.025445342|0.093409747|0.049780559|0.09051995|0.075651526|0.20825042|0.11033419|0.084053241|0.23794787|0.076719299|0.14414467|0.24539793|0.076719299|0.2266342|0.065579914|0.01607223|0.11871514|0.037173916|0.13799259|0.086697124|0.10811323|0.22328535|0.030785032|0.061253116|0.14823118|0.2917628|0.28123933|0.12393928|0.19746813|0.32353097|0.076719299|0.087867849
México|0.38709998|0.27649969|0.39730647|0.53084373|0.5676837|0.48550174|0.74138457|0.71566963|0.19730726|0.23566195|0.24175869|0.43376487|0.37781298|0.40383622|0.56772661|0.55683661|0.49155736|0.5885852|0.47799465|0.287655|0.70970309|0.55952841|0.7166965|0.70970309|0.44590777|0.45951518|0.34868824|0.73520756|0.65205348|0.57923269|0.663504|0.66087174|0.76186371|0.4053123|0.53757685|0.52942491|0.7118777|0.83407432|0.83713466|0.72987318|0.59522992|0.70970309|0.24815673
Nicaragua|0.51462126|0.32214469|0.64055347|0.67550796|0.36662066|0.65481019|0.464472|0.53399134|0.16546652|0.3210595|0.49850079|0.25933903|0.45438609|0.21605527|0.51222557|0.60934013|0.70393252|0.5632183|0.60254353|0.3808201|0.58511221|0.54912132|0.76120621|0.58511221|0.62530482|0.46846873|0.40172905|0.51433027|0.4707728|0.37807167|0.46608359|0.48869193|0.44835997|0.44283625|0.60851705|0.31018591|0.58327162|0.4938181|0.59665895|0.48806059|0.70827627|0.58511221|0.44025439
Nigeria|0.29800394|0.49688876|0.38295454|0.18791795|0.16222394|0.39478809|0.27811998|0.10463633|0.60105348|0.33721924|0.26366502|0.16175765|0.15215151|0.23411041|0.11109898|0.26206776|0.19006401|0.3579306|0.15413316|0.29715681|0.38389638|0.13144216|0.17251502|0.38389638|0.31932676|0.088439956|0.18334818|0.3319459|0.14810698|0.44746947|0.14052354|0.22390997|0.49536371|0.20220861|0.45283416|0.11473835|0.33649457|0.45713428|0.13492045|0.43684459|0.24408248|0.38389638|0.25917313
Noruega|0.91311312|0.61712086|0.97951293|0.66198194|0.92103052|0.91177112|0.82404363|0.62444818|0.8253327|0.8893528|0.88833761|0.69865048|0.85773289|0.84236228|0.88437289|0.89564317|0.91327327|0.8723039|0.7729156|0.79176879|0.91263652|0.87423968|0.9140467|0.91263652|0.82528573|0.89535356|0.84579378|0.83084559|0.85648692|0.74674726|0.87456548|0.93582606|0.93119842|0.91624057|0.7676475|0.87007153|0.66220903|0.77358055|0.63518083|0.83327812|0.86448205|0.91263652|1.0
Nueva Zelanda|0.7961899|0.68625689|0.90881497|0.92478681|0.84445548|0.89420629|0.82896399|0.55309165|0.86963117|0.93858701|0.79481959|0.50411463|0.88994265|0.88770717|0.80745769|0.92153609|0.93586707|0.69778407|0.71051985|0.84977353|0.90893638|0.90615255|0.89078534|0.90893638|0.82177317|0.60760951|0.70110857|0.79093409|0.87936258|0.5510487|0.88940179|0.88364911|0.8173191|0.7462483|0.78582758|0.64035976|0.69347245|0.79999483|0.86391592|0.75347686|0.85144818|0.90893638|0.95965165
Níger|0.23753609|0.10367462|0.34109467|0.14708528|0.10681314|0.10737912|0.16075373|0.17621998|0.37953413|0.48483804|0.15411344|0.083944507|0.11881956|0.20794617|0.12856847|0.33003896|0.14437513|0.073733486|0.10055853|0.28011|0.22204|0.1515051|0.12865306|0.22204|0.2570042|0.10274047|0.14615712|0.12874709|0.066636339|0.21963945|0.076646328|0.21181536|0.35248011|0.15821627|0.43132335|0.059202984|0.096960157|0.1079013|0.14628465|0.14583176|0.18596458|0.22204|0.35137242
Omán|0.69602269|0.46425563|0.72014612|0.5140965|0.68957245|0.69977438|0.67116493|0.78692281|0.63990211|0.66729975|0.54371274|0.63879794|0.66054809|0.59543312|0.57663906|0.57423937|0.71846759|0.56041837|0.61389446|0.57747197|0.54688025|0.57603961|0.65060127|0.54688025|0.54771543|0.6898545|0.76651353|0.60182798|0.6683358|0.85142905|0.63535321|0.65707266|0.70016283|0.67976004|0.69594514|0.76602685|0.55086267|0.55549133|0.26112643|0.62785614|0.5506041|0.54688025|0.76658165
Pakistán|0.71509951|0.081842989|0.35017657|0.46736139|0.23711924|0.17807291|0.29334724|0.15410973|0.20438135|0.28157425|0.077831343|0.20629007|0.40917659|0.39183259|0.12271115|0.25229454|0.33958864|0.28929406|0.11540949|0.22588089|0.44212791|0.4374972|0.19344562|0.44212791|0.46576092|0.21975787|0.4864985|0.39702481|0.31206429|0.27310827|0.15005478|0.2071671|0.45463198|0.23174913|0.5929625|0.19116972|0.55427533|0.60758567|0.089960583|0.63220555|0.29510605|0.44212791|0.30829281
Palaos|0.1236393|0.37917262|0.27943021|0.10039952|0.32430592|0.26708215|0.22239509|0.31826323|0.18257935|0.044074554|0.40832579|0.45766476|0.29170439|0.01935417|0.070435464|0.22892284|0.10198303|0.1809352|0.36146921|0.25098196|0.069753096|0.22092661|0.15603687|0.069753096|0.0998445|0.024989279|0.26376331|0.24391034|0.10175786|0.11106718|0.44967955|0.3809998|0.21926694|0.31378394|0.13040799|0.14444602|0.08269275|0.1460062|0.42334521|0.081435747|0.061621267|0.069753096|0.44623178
Palestina|0.20503119|0.13889174|0.39216244|0.16720328|0.24696052|0.24691176|0.12623554|0.24417578|0.33282536|0.32892436|0.2382198|0.4693653|0.44212234|0.27996591|0.13671792|0.10455937|0.34600544|0.15594287|0.12605789|0.33551711|0.42458269|0.31944954|0.21847141|0.42458269|0.20156449|0.20635368|0.3223289|0.10551132|0.13881227|0.36987045|0.12454565|0.18149205|0.12977408|0.26358825|0.1896228|0.29801792|0.24323606|0.2306717|0.10692862|0.16650191|0.14090505|0.42458269|0.1206975
Panamá|0.22307667|0.34655505|0.20607492|0.24406767|0.3700062|0.23985407|0.20039386|0.25869375|0.26022515|0.39896488|0.22415653|0.30775651|0.26904202|0.28989798|0.20745391|0.20207869|0.18414623|0.30923867|0.35560051|0.27366656|0.69846201|0.20431691|0.20296943|0.69846201|0.61002225|0.45588434|0.34076804|0.20240177|0.34651345|0.24152395|0.33307737|0.21518512|0.23402832|0.25500387|0.24183123|0.45035183|0.32640082|0.23852433|0.44203192|0.67965901|0.29181784|0.69846201|0.21249069
Paraguay|0.20217744|0.27925858|0.37558788|0.76721346|0.49134484|0.58817947|0.57118273|0.3045814|0.20852607|0.36390984|0.56684721|0.33112842|0.46054965|0.38853383|0.45936701|0.47479832|0.59527153|0.50884324|0.44757295|0.48901924|0.61281925|0.45214164|0.41961083|0.61281925|0.52980644|0.43477863|0.39043733|0.59357339|0.55899596|0.26182973|0.60758901|0.43026537|0.5227133|0.28367713|0.27490377|0.41710383|0.51846135|0.53205419|0.26774836|0.58113474|0.47158837|0.61281925|0.49870253
Países Bajos|1.0|0.86926496|0.90135634|0.78981435|0.93482196|0.96977544|0.93833816|0.96996915|0.82139862|0.97552443|0.94393718|0.95900106|0.87715673|0.92689127|1.0|0.87788337|0.9450388|0.88311017|0.90370953|0.87986249|0.96588784|0.9528411|1.0|0.96588784|0.90054858|0.98988801|0.93652892|0.94306415|0.94054258|0.95904815|0.9659546|0.96591008|0.89774781|0.96653831|0.98374331|0.86356843|0.90782154|0.85262597|0.89787811|0.94022655|0.96309602|0.96588784|0.87401253
Perú|0.70721686|0.42329189|0.60961336|0.81993586|0.64886791|0.68126357|0.71662247|0.65516269|0.74026555|0.30964458|0.61641431|0.62511075|0.51289856|0.24485347|0.71476722|0.73390651|0.75656664|0.64650559|0.4880085|0.64931941|0.67227721|0.67298079|0.65333521|0.67227721|0.66515744|0.58311164|0.40737566|0.65544391|0.5458957|0.66197789|0.62837565|0.66852927|0.72443134|0.60546315|0.77456355|0.55892837|0.78285384|0.78908801|0.52422184|0.71911323|0.68956214|0.67227721|0.72298121
Polonia|0.89929044|0.87467587|0.81569201|0.90175682|0.80112731|0.81283748|0.88118732|0.77214521|0.77180743|0.9720068|0.78414863|0.77244246|0.90221334|0.86359668|0.93271434|0.82766056|0.72903347|0.88900238|0.74832368|0.92700046|0.94133085|0.73381478|0.83645582|0.94133085|0.79875296|0.91612822|0.86584878|0.80634272|0.85999|0.83508813|0.88393235|0.82445979|0.96129358|0.69048131|0.83254391|0.72515577|1.0|1.0|0.95674413|0.93498683|0.94286168|0.94133085|0.80493772
Portugal|0.76171601|0.84267122|0.83484614|0.7076571|0.76379502|0.84566236|0.78580058|0.86601931|0.91350853|0.94584131|0.65512484|0.93559092|0.80186969|0.83839476|0.72339702|0.82063007|0.83212626|0.84782416|0.8384856|0.86192572|0.7715438|0.81275529|0.74448466|0.7715438|0.79340613|0.86689466|0.77904391|0.77712679|0.76847243|0.87263387|0.76745671|0.74002647|0.79697192|0.80073059|0.91185832|0.82186246|0.75732964|0.88634598|0.8163873|0.87158906|0.81220758|0.7715438|0.78023452
Qatar|0.56317341|0.60631186|0.66404974|0.40375465|0.73381245|0.65892231|0.50760502|0.84681344|0.57739305|0.79019445|0.57384336|0.79885107|0.7035408|0.60381293|0.70151818|0.53967202|0.80956763|0.70838904|0.6497103|0.73516357|0.58086681|0.60138524|0.55432045|0.58086681|0.62249088|0.71862078|0.75308084|0.59673983|0.78738546|0.77925074|0.63934588|0.72485244|0.66001552|0.74993873|0.55442739|0.89294779|0.47453547|0.54196131|0.38904467|0.56061697|0.61607575|0.58086681|0.71973336
Reino Unido|0.87024653|0.86423981|1.0|0.8650769|0.94007373|0.91661984|0.84441507|0.99011493|0.8652705|0.87002176|0.90485263|0.84996712|1.0|0.87462628|0.81212795|0.74439156|0.95037693|0.85346103|1.0|0.93039501|0.85674739|0.93586862|0.93322265|0.85674739|0.92540777|0.97720844|0.96393895|0.86156881|0.77135623|0.82582366|0.92586172|0.92987466|0.87350458|0.94295591|0.86240649|0.88837892|0.93854111|0.90093756|0.80584359|0.86070752|0.86949551|0.85674739|0.97642541
República Centroafricana|0.17066899|0.29162061|0.21481264|0.095721506|0.093447424|0.22106923|0.11199076|0.43119451|0.26296997|0.13116176|0.20764156|0.33879292|0.20442028|0.25765145|0.14701904|0.49841508|0.11455841|0.13092911|0.25989461|0.17227851|0.33423245|0.3275857|0.17699558|0.33423245|0.30060431|0.073584355|0.23347698|0.23749313|0.058696501|0.26778692|0.13251285|0.24092045|0.16872129|0.12713635|0.15516926|0.38870567|0.11557658|0.10061937|0.1800562|0.093588799|0.1907535|0.33423245|0.25176629
República Checa|0.71795523|0.73866946|0.77755237|0.8118524|0.73799616|0.7746473|0.88415885|0.89000762|0.72287828|0.81212389|0.81373411|0.70139682|0.81205213|0.69527417|0.84096646|0.69829911|0.85310519|0.71544039|0.8127861|0.84703946|0.81444991|0.71243966|0.76778787|0.81444991|0.84931463|0.88781035|0.81984377|0.81618047|0.80756772|0.76702619|0.81924051|0.80546486|0.90091395|0.79163712|0.68811405|0.80108678|0.84177804|0.92522711|0.95386249|0.81490839|0.82459664|0.81444991|0.7024231
República Democratica del Congo|0.2551764|0.40258151|0.40127704|0.35536617|0.29472196|0.5235188|0.49893481|0.47508937|0.51266217|0.24728572|0.44609207|0.38035664|0.33696315|0.2763173|0.28206789|0.42437381|0.3157565|0.29319996|0.34547234|0.30628461|0.4449926|0.30555904|0.48179302|0.4449926|0.4017508|0.24977607|0.29238677|0.4031651|0.27377552|0.44151717|0.3100802|0.49772808|0.50233114|0.27260554|0.30242789|0.30539754|0.27206278|0.41250202|0.49308088|0.4641206|0.35757056|0.4449926|0.45766419
República Dominicana|0.65983593|0.68191183|0.61235726|0.62198412|0.64122987|0.67507398|0.58810878|0.66736889|0.33000049|0.22835863|0.73739982|0.56346262|0.48331389|0.33693182|0.49256659|0.78735417|0.56482875|0.61759651|0.63174438|0.49960101|0.67974365|0.47431397|0.82389414|0.67974365|0.5663262|0.54969215|0.54697752|0.49115494|0.51333606|0.77227163|0.49477115|0.6933111|0.63760257|0.66220486|0.74397749|0.55595767|0.76757771|0.75218755|0.72737831|0.59404087|0.65460885|0.67974365|0.67150891
Ruanda|0.54543245|0.36788678|0.35645044|0.52177835|0.29985011|0.36266559|0.31854162|0.20306879|0.67826915|0.42443091|0.47810084|0.20906028|0.34023514|0.25392276|0.40598065|0.66484427|0.42575374|0.37877268|0.23448856|0.27684146|0.543612|0.47152573|0.48840517|0.543612|0.40776449|0.26680231|0.35875076|0.44360667|0.26883742|0.39383703|0.35217595|0.40175158|0.38328648|0.41544586|0.47634816|0.15337712|0.45265073|0.37608579|0.18796237|0.31275135|0.40154147|0.543612|0.31118664
Rumania|0.67734325|0.75428563|0.84776902|0.93177092|0.82943505|0.83190328|0.79756629|0.90020037|0.88435835|0.96115625|0.8404808|0.70430028|0.90737617|0.79924059|0.78546399|0.80395699|0.9035275|0.76725227|0.8534869|0.91779286|0.78761244|0.76452613|0.8633467|0.78761244|0.81022191|0.8495748|0.85071588|0.82413661|0.6612469|0.91927248|0.79754782|0.87085319|0.87820572|0.75648195|0.80757987|0.72954893|0.83782989|0.93144631|1.0|0.79228461|0.84771514|0.78761244|0.74445415
Rusia|0.51937318|0.41402063|0.56201065|0.41082621|0.58835083|0.61356896|0.62817478|0.45176458|0.50052464|0.65158296|0.64882898|0.60019803|0.67491448|0.65846574|0.62230879|0.31948894|0.63632017|0.73683918|0.32476741|0.69216812|0.62233317|0.78305143|0.51853228|0.62233317|0.73033535|0.71377873|0.69026399|0.57264435|0.53991246|0.49206597|0.59639722|0.60970843|0.54955|0.36476228|0.38373315|0.54229438|0.44451469|0.61916262|0.37275246|0.6607728|0.65055698|0.62233317|0.57189834
San Cristóbal Y Nieves|0.18828261|0.31267953|0.22901452|0.12829226|0.2783463|0.25422019|0.1227074|0.41657737|0.32395127|0.37650585|0.44138286|0.31098533|0.19170493|0.012130622|0.17073174|0.29579175|0.26957145|0.2801289|0.38671219|0.17873994|0.084720366|0.16373627|0.29471046|0.084720366|0.14946927|0.37725741|0.17932868|0.20921591|0.43872857|0.30630845|0.34096894|0.30804843|0.14207134|0.34851462|0.10933492|0.34624815|0.17018798|0.12936909|0.47703463|0.13960293|0.089273289|0.084720366|0.38762885
San Marino|0.064056538|0.086188182|0.069057487|0.06786757|0.063908182|0.062362649|0.058064193|0.070092112|0.076722331|0.15460882|0.063926451|0.092588343|0.071814962|0.094308481|0.059125453|0.069864385|0.067552164|0.064720362|0.065523446|0.072509035|0.40424505|0.055941384|0.06282793|0.40424505|0.057973821|0.092894487|0.073677391|0.056520596|0.078674532|0.069550999|0.055780083|0.067287318|0.060429387|0.065912746|0.07406266|0.087007426|0.06832175|0.062156718|0.0928725|0.068235278|0.064437181|0.40424505|0.065587908
Senegal|0.37062481|0.15207723|0.35301787|0.41698885|0.19023372|0.19570476|0.29614758|0.26460773|0.47586304|0.46713817|0.30644709|0.38504189|0.18730712|0.22784746|0.2236867|0.24411228|0.1869894|0.19405937|0.2505486|0.51648784|0.1913107|0.34662351|0.49611363|0.1913107|0.29711163|0.16621308|0.30859613|0.32180697|0.18733415|0.42464405|0.24693426|0.42567044|0.4286347|0.38280934|0.50897372|0.22640251|0.41030461|0.35768163|0.18359554|0.27318144|0.21743816|0.1913107|0.42741743
Serbia|0.474787|0.60932839|0.61630058|0.71798915|0.61884975|0.6405226|0.57402873|0.59867346|0.38600203|0.76373559|0.55299246|0.48405546|0.77876031|0.75724483|0.56139338|0.54859102|0.71141028|0.73325217|0.73164594|0.72860801|0.65823531|0.65311897|0.72550172|0.65823531|0.6970551|0.68449366|0.63170397|0.66001129|0.61861271|0.66527784|0.65373802|0.73499215|0.74772799|0.65784079|0.52149367|0.49978572|0.82811153|0.80452979|0.78012919|0.66515326|0.70241868|0.65823531|0.65594447
Seychelles|0.46999842|0.7225489|0.45554399|0.27383155|0.54223543|0.50500625|0.43200472|0.60198885|0.45790642|0.34339523|0.64447892|0.6718716|0.53454053|0.4382233|0.43192524|0.44646072|0.56117535|0.41502768|0.67693561|0.57044339|0.46133038|0.35354775|0.7478497|0.46133038|0.322312|0.50868505|0.64983261|0.38266039|0.39548057|0.67880964|0.50636911|0.54067552|0.36550081|0.55501449|0.39802113|0.661111|0.38742477|0.32082909|0.56468487|0.32534721|0.37017918|0.46133038|0.5749712
Sierra Leona|0.078975089|0.17475852|0.27663091|0.13410699|0.31440377|0.29785895|0.15607563|0.3710871|0.26592493|0.071996704|0.21989667|0.25596869|0.17500526|0.059502117|0.31274939|0.23166049|0.15229027|0.21545228|0.33083564|0.092215694|0.17049548|0.10638104|0.25902033|0.17049548|0.22015393|0.049114496|0.23798051|0.14273801|0.12517186|0.15223998|0.11461958|0.23773974|0.18497293|0.1032343|0.24502036|0.10592245|0.08819212|0.17746991|0.16156095|0.084719963|0.10935634|0.17049548|0.16525298
Singapur|0.93650174|0.90028197|0.76877892|0.56678057|0.88816357|0.90046275|0.80062413|0.98736107|0.95762652|0.78394413|0.9657352|0.89327472|0.87005597|0.80872023|0.83809352|0.81092262|0.96976775|0.97206557|0.87143767|0.85263538|1.0|0.86876595|0.89354736|1.0|0.78804207|0.87601322|0.87021369|1.0|0.9949134|0.99533921|0.84396744|0.90030897|0.91086584|0.78885031|0.82475734|0.90520191|0.67557144|0.7257576|0.91676056|0.90298611|0.80576801|1.0|0.9376995
